Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Equity in noncorporate business,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count
2014:Q1,GenX,17119066,6409068,5142563,1266505,10709998,1429193,136325,263407,215245,48162,127560,116749,10811,2890488,361072,314660,1619221,1458641,1887142,222289,5027931,5019905,3744279,1188170,30083,57372,8026,12091134,34845727
2014:Q1,Millennial,2632957,1374096,927766,446330,1258861,338955,14924,69845,48016,21829,10167,8798,1370,277247,57694,22269,152202,120167,129148,66244,1452630,1451464,744900,680280,12806,13478,1166,1180327,20776517
2014:Q2,Silent,23073557,5839107,4905138,933969,17234450,2559248,536496,1435437,1089334,346104,435272,377009,58263,6052507,415618,64270,527641,2932388,1961776,313796,1148777,1140614,768075,201982,12262,158294,8163,21924780,22806426
2014:Q2,BabyBoom,49823035,11949829,9816627,2133202,37873206,3612009,874807,1583127,1217301,365826,575544,529325,46219,10036993,648275,1576832,3776880,10134046,4618247,436445,5601797,5588134,4041620,1033894,108579,404042,13663,44221237,44640042
2014:Q2,GenX,17562632,6557201,5290686,1266515,11005431,1423005,128493,267957,213549,54408,128406,117451,10955,3057576,359841,333493,1681482,1510902,1890706,223568,5069545,5061137,3754249,1217021,32265,57601,8407,12493087,34834632
2014:Q2,Millennial,2824592,1457723,993865,463857,1366869,353395,15730,76744,57287,19457,10975,9724,1251,308785,59878,25105,169301,128740,148987,69229,1555450,1554258,814172,711122,14801,14163,1192,1269142,21338055
2014:Q3,Silent,22947349,5890111,4966818,923293,17057239,2538052,541819,1398007,1057047,340961,427803,369852,57951,5901843,408840,63216,519214,2920194,2025323,312927,1142746,1134892,762929,202485,11826,157652,7855,21804603,22572663
2014:Q3,BabyBoom,50329087,12111470,9964759,2146711,38217617,3717206,890255,1614120,1242885,371234,610823,566553,44270,9971017,666907,1561750,3768218,10182761,4797407,437152,5441469,5427775,3975955,1033439,106272,312110,13694,44887617,44640811
2014:Q3,GenX,17570479,6654875,5381282,1273594,10915604,1428405,134649,267890,213919,53972,127856,116779,11077,2932646,355773,339728,1646860,1561232,1897169,223395,5124062,5116137,3769736,1252790,32194,61417,7925,12446417,34816676
2014:Q3,Millennial,3000915,1572769,1082839,489930,1428146,372613,17330,88014,65602,22412,15050,13926,1124,291805,62872,27088,172550,139175,169928,71723,1651543,1650250,873251,754267,15971,6761,1293,1349373,21906533
2014:Q4,Silent,23043943,5915503,5008891,906612,17128440,2515618,545484,1344562,1021099,323462,407855,350164,57691,6039006,404669,58509,519629,2909859,2070536,312712,1145674,1138087,757814,204575,12088,163610,7586,21898269,22334416
2014:Q4,BabyBoom,51244887,12198217,10045714,2152503,39046670,3816909,902969,1624202,1258504,365698,598692,556212,42480,10375050,691690,1576705,3822865,10249403,4949315,438869,5364149,5350351,3915392,1037294,107233,290432,13798,45880738,44625016
2014:Q4,GenX,17820713,6697124,5420563,1276561,11123589,1431272,140130,265459,213534,51925,129395,118211,11184,3030879,355220,357001,1681691,1613201,1895474,223868,5169634,5162112,3784862,1280317,34577,62356,7522,12651079,34793182
2014:Q4,Millennial,3215255,1686629,1170545,516084,1528626,391428,18977,100860,73985,26875,14239,13228,1010,312684,64996,30052,186377,148681,185772,74562,1742830,1741439,930001,787354,18443,5641,1391,1472425,22482602
2015:Q1,Silent,23105649,5940723,5047939,892784,17164926,2526338,531851,1307429,1040363,267066,392556,336074,56481,6115091,400166,55311,519687,2897551,2107011,311935,1141558,1133918,749924,200650,12543,170801,7640,21964091,22090263
2015:Q1,BabyBoom,52192117,12321876,10162419,2159457,39870241,4010505,885202,1682119,1359386,322734,609847,569593,40254,10681399,715608,1578870,3875218,10302960,5088733,439779,5284330,5269789,3863020,1013542,108593,284634,14540,46907787,44594354
2015:Q1,GenX,18121690,6787300,5508219,1279080,11334390,1499859,136785,265131,220545,44586,129774,118544,11230,3084930,354288,369892,1714518,1664259,1891031,223923,5168085,5160289,3777230,1282513,37904,62642,7795,12953605,34765472
2015:Q1,Millennial,3447201,1795099,1254080,541019,1652103,436882,20167,115942,81480,34462,15983,15156,827,326396,67288,32793,200348,159395,199598,77310,1801759,1800328,962269,810405,21647,6007,1431,1645442,23066909
2015:Q2,Silent,22991984,5987223,5099963,887260,17004761,2499080,521984,1205522,1001538,203984,372843,317508,55335,6082843,392667,52184,513114,2883010,2169901,311613,1148969,1141326,746873,203073,13146,178235,7642,21843016,21838783
2015:Q2,BabyBoom,52756964,12494940,10315150,2179790,40262024,4094437,873986,1631261,1364456,266805,604006,565804,38203,10808451,732154,1580168,3878682,10343216,5274140,441521,5267132,5251951,3838839,1019205,109868,284038,15181,47489832,44550520
2015:Q2,GenX,18300370,6952661,5659238,1293423,11347708,1494250,135415,255418,219614,35804,131046,119793,11254,3057921,349359,382689,1696948,1714418,1905727,224518,5224408,5216442,3801546,1310006,42145,62745,7966,13075961,34734870
2015:Q2,Millennial,3652804,1916809,1342197,574612,1735994,453951,21520,129693,90279,39413,15856,15194,662,325735,70780,35651,206653,171427,224352,80375,1881156,1879673,1001618,845500,25657,6898,1483,1771647,23660105
2015:Q3,Silent,22552722,6020139,5131679,888460,16532583,2467816,538187,1288401,1089535,198866,352620,298950,53669,5584804,382923,53855,489313,2863986,2197234,313443,1151741,1144318,743599,203782,13414,183523,7423,21400982,21578553
2015:Q3,BabyBoom,52614409,12695068,10499773,2195295,39919340,4167208,909878,1865134,1596454,268680,599242,563255,35987,10140574,743101,1539677,3751826,10352483,5403310,446907,5214650,5199272,3807983,1020986,109094,261210,15378,47399759,44495209
2015:Q3,GenX,17961602,7099269,5806809,1292460,10862333,1482021,147900,271444,236202,35242,132294,121077,11217,2668240,341425,380900,1547725,1762202,1900888,227291,5290824,5283152,3829018,1344806,45534,63794,7672,12670778,34702698
2015:Q3,Millennial,3721034,2003705,1416224,587481,1717329,468665,23875,139734,97348,42386,15834,15364,469,257313,75254,37387,191281,186176,237296,84516,1979995,1978416,1049710,893563,29601,5543,1579,1741039,24262841
2015:Q4,Silent,22541458,6039689,5155468,884221,16501769,2464635,542792,1151614,1067617,83997,332883,280587,52296,5735906,376858,47395,492915,2849482,2191437,315852,1150541,1143300,740629,198762,14882,189027,7241,21390917,21308154
2015:Q4,BabyBoom,53530145,12831967,10624271,2207695,40698178,4321041,925648,1766116,1633172,132943,597116,563050,34066,10579419,763260,1569132,3832429,10412262,5478185,453570,5114286,5098637,3755338,989235,111067,242997,15649,48415859,44430117
2015:Q4,GenX,18334078,7196584,5903438,1293146,11137494,1526401,154628,254910,238143,16767,133508,122330,11178,2790092,338731,404110,1612344,1814606,1877301,230862,5315752,5308291,3869330,1320055,54218,64688,7460,13018326,34670277
2015:Q4,Millennial,3931123,2102690,1497128,605562,1828433,507743,25955,139679,107106,32573,16131,15819,312,282845,78367,41390,211048,197730,238380,89164,2064039,2062369,1128671,892171,36937,4589,1671,1867083,24875764
2016:Q1,Silent,22489163,6044917,5170851,874066,16444246,2461995,530948,1160328,1080385,79944,322072,270335,51737,5759659,370929,43693,491278,2831932,2154936,316476,1145565,1138266,733174,195129,15091,194872,7299,21343598,21026163
2016:Q1,BabyBoom,54283318,12929964,10708664,2221300,41353354,4478157,911828,1871068,1739733,131335,634385,601679,32706,10806860,783987,1574735,3875302,10458535,5500765,457732,5046398,5029983,3720238,970405,108013,231327,16415,49236920,44356940
2016:Q1,GenX,18561251,7295981,5992809,1303172,11265271,1573819,152583,260985,244805,16180,132287,121086,11201,2816042,336462,419059,1638927,1866253,1835827,233027,5329026,5321252,3871889,1325563,58443,65357,7774,13232225,34638931
2016:Q1,Millennial,4150316,2227773,1589068,638705,1922544,549532,27502,150364,116468,33895,21606,21385,220,290571,81479,44826,224952,210797,227610,93306,2128457,2126741,1158965,921168,42331,4277,1716,2021859,25499526
2016:Q2,Silent,22560356,6100659,5242487,858172,16459697,2422775,506535,1146932,1091007,55925,306155,254672,51483,5853813,367295,38204,490315,2809245,2200399,318029,1149536,1142256,729477,196440,14673,201666,7280,21410820,20731158
2016:Q2,BabyBoom,55248790,13120632,10887453,2233179,42128159,4533754,874908,1945804,1847258,98546,650030,618427,31603,11167409,810937,1596585,3925991,10488667,5670188,463887,5042819,5025786,3714719,974145,102666,234256,17033,50205971,44277373
2016:Q2,GenX,18944187,7459109,6141117,1317993,11485078,1552610,143729,263182,251371,11811,132446,121191,11255,2903102,337755,439869,1673646,1951827,1850504,236408,5384275,5376342,3901560,1348829,60469,65484,7933,13559912,34609981
2016:Q2,Millennial,4430181,2407339,1724959,682380,2022842,562211,28562,154892,126352,28540,24510,24356,154,310434,83653,48944,240722,219723,251027,98164,2202253,2200474,1190565,957432,46932,5545,1779,2227928,26134775
2016:Q3,Silent,22542613,6113360,5251625,861736,16429253,2415619,491821,1068698,1038043,30655,284396,233710,50686,5951900,361672,32410,493452,2785551,2225523,318210,1151450,1144545,725698,196302,14265,208280,6905,21391163,20421720
2016:Q3,BabyBoom,56239876,13361424,11112608,2248816,42878452,4684556,856144,1873227,1814646,58581,643106,612802,30305,11548764,833307,1621984,4012666,10527345,5809053,468300,5016138,4999223,3688538,975804,96599,238283,16915,51223738,44193112
2016:Q3,GenX,19456868,7654078,6341200,1312878,11802790,1597228,140310,256248,249426,6822,134190,122933,11257,2999747,336598,462051,1744209,2038381,1855002,238826,5460279,5452958,3943287,1381053,62983,65634,7321,13996589,34584751
2016:Q3,Millennial,4636635,2484964,1797202,687762,2151671,605000,30066,156912,137799,19114,24410,24354,57,332748,86678,53362,263538,228381,267874,102701,2322306,2320387,1252581,1008478,52345,6984,1919,2314329,26782161
2016:Q4,Silent,22077744,6056827,5202815,854013,16020916,2403431,474423,970019,970019,0,275023,225310,49713,5841587,350200,35804,493688,2724150,2137002,315591,1127022,1120618,710304,200079,13432,196803,6404,20950722,20097016
2016:Q4,BabyBoom,56303428,13517698,11270806,2246892,42785730,4730174,846699,1704013,1704013,0,619744,589184,30559,11692137,824653,1583941,3994371,10560465,5751745,477788,4986822,4970604,3656068,989473,101600,223463,16218,51316606,44105623
2016:Q4,GenX,20246305,7850474,6513161,1337313,12395831,1676455,142110,252587,252587,0,144941,133072,11870,3187175,349857,472062,1799639,2131717,1993735,245552,5506640,5499668,3973915,1395070,58595,72088,6972,14739665,34564317
2016:Q4,Millennial,4820235,2614678,1916168,698510,2205557,631438,31129,136573,136573,0,21383,21260,123,331942,92783,55088,274743,246460,276070,107950,2428231,2426126,1319986,1051814,49670,4656,2104,2392005,27441847
2017:Q1,Silent,21955180,5985952,5142797,843155,15969228,2404406,451943,950594,950594,0,272334,224133,48201,5981132,342731,33037,506054,2665113,2052646,309239,1098097,1091661,693723,197533,12364,188041,6435,20857083,19758579
2017:Q1,BabyBoom,57267670,13660386,11411972,2248414,43607284,4820639,827393,1702394,1702394,0,630642,600069,30573,12308562,826825,1603695,4078391,10625478,5702021,481244,4943682,4927034,3603101,974814,105590,243530,16648,52323988,44015454
2017:Q1,GenX,21478352,8094879,6724091,1370788,13383473,1785856,141043,263084,263084,0,152954,140475,12479,3593744,369199,502022,1960608,2228416,2137736,248811,5521477,5513663,4003700,1379633,53184,77145,7814,15956875,34548774
2017:Q1,Millennial,5126361,2762953,2040108,722845,2363407,673179,31954,135420,135420,0,23252,23088,164,376269,97205,58814,306399,262635,286728,111551,2540613,2538438,1407392,1078471,46208,6368,2175,2585748,28112041
2017:Q2,Silent,21772802,5917793,5086607,831186,15855008,2355154,436234,958406,958406,0,265428,217812,47615,5971608,333117,32119,512573,2604233,2082189,303948,1076052,1069774,678029,199653,12807,179285,6279,20696749,19408532
2017:Q2,BabyBoom,58081116,13853867,11610179,2243688,44227250,4768621,821085,1764921,1764921,0,618201,587062,31139,12668266,823520,1605957,4120148,10682099,5867655,486775,4933390,4916708,3558059,982083,112971,263594,16683,53147726,43922924
2017:Q2,GenX,22598826,8384913,6989510,1395403,14213914,1798852,143861,279254,279254,0,162682,149403,13279,3890171,385578,525921,2082344,2324905,2367005,253342,5571560,5563319,4041281,1385027,54794,82216,8242,17027266,34537970
2017:Q2,Millennial,5390450,2888859,2153067,735792,2501591,668751,33153,134050,134050,0,21693,21398,294,397082,102722,62060,331508,280116,354566,115890,2672075,2669784,1498340,1115995,47279,8170,2291,2718375,28790468
2017:Q3,Silent,21499274,5844984,5025904,819080,15654290,2324167,440856,913542,913542,0,256883,211601,45282,5981777,325013,31065,520649,2542626,2014236,303476,1050862,1044811,663077,200169,11906,169659,6051,20448412,19048997
2017:Q3,BabyBoom,58771729,14045529,11808549,2236980,44726200,4774318,856168,1705448,1705448,0,605567,574790,30778,13080464,824452,1609588,4179844,10738144,5851136,501071,4917344,4900782,3525859,986180,116794,271949,16562,53854385,43828353
2017:Q3,GenX,23724027,8645403,7228568,1416835,15078624,1851069,159239,284514,284514,0,171967,158058,13909,4216338,404397,550264,2225983,2421884,2529905,263063,5626363,5617851,4083621,1396185,50243,87802,8512,18097665,34531755
2017:Q3,Millennial,5655591,3026422,2283163,743258,2629169,683135,35590,132814,132814,0,20027,19738,289,423895,107631,65450,361800,298240,377439,123147,2806417,2803990,1584527,1166669,44202,8592,2427,2849174,29474847
2017:Q4,Silent,21378766,5750250,4934504,815747,15628516,2305586,449060,900249,900249,0,243101,199571,43529,6111525,316944,29435,529589,2480893,1963895,298239,1029816,1024017,647553,202797,11647,162020,5799,20348950,18682098
2017:Q4,BabyBoom,59823777,14205799,11960304,2245494,45617979,4821857,900569,1720396,1720396,0,565308,534534,30774,13740096,825593,1619334,4252317,10796901,5868373,507236,4938153,4921770,3495206,999431,122168,304965,16383,54885624,43732060
2017:Q4,GenX,25040155,8905605,7456293,1449312,16134550,1931689,177993,296595,296595,0,182897,168203,14694,4661981,423424,576648,2386747,2519660,2708828,268089,5683330,5674605,4121711,1411858,48717,92319,8725,19356825,34529977
2017:Q4,Millennial,5960861,3152900,2395817,757083,2807961,712146,38399,131262,131262,0,14046,13700,346,477939,112615,69152,396577,316682,411155,127986,2940892,2938319,1666358,1216666,43071,12224,2572,3019969,30162903
2018:Q1,Silent,20917688,5683388,4876304,807084,15234300,2307754,429491,899166,899166,0,235122,193594,41528,5896701,307531,31818,522140,2417154,1894216,293206,999132,993122,629028,199146,11613,153335,6011,19918556,18309957
2018:Q1,BabyBoom,60130636,14442997,12190276,2252722,45687638,4938584,887639,1766503,1766503,0,553964,523305,30658,13743277,822917,1586758,4189119,10837856,5847099,513924,4879703,4862439,3428070,982964,128212,323192,17265,55250932,43634363
2018:Q1,GenX,25984616,9229966,7743441,1486525,16754650,2058940,179146,312177,312177,0,191751,176234,15517,4812136,440398,588860,2406043,2616266,2875449,273484,5693730,5683698,4142918,1394996,48311,97473,10033,20290885,34532485
2018:Q1,Millennial,6250983,3342393,2559845,782549,2908590,766486,39590,129211,129211,0,12380,11989,391,462499,118391,71398,402578,337210,435735,133111,3070132,3067527,1767993,1242805,42648,14080,2605,3180852,30852356
2018:Q2,Silent,20560923,5587463,4788883,798580,14973460,2257707,426822,915954,915954,0,228243,188955,39288,5802518,299552,32233,522219,2354596,1846787,286830,974001,968258,612951,199589,12532,143186,5743,19586923,17934698
2018:Q2,BabyBoom,60655744,14583515,12325028,2258487,46072229,4895802,911075,1861267,1861267,0,548973,518548,30425,13987679,824189,1574087,4193051,10888964,5868908,518235,4835302,4818254,3374358,985540,137511,320845,17048,55820442,43535581
2018:Q2,GenX,27006825,9503612,7982707,1520905,17503213,2079338,191917,333472,333472,0,200073,183696,16377,5078467,459673,607804,2498656,2714326,3061941,277545,5743956,5733743,4182547,1395083,52588,103524,10213,21262869,34539128
2018:Q2,Millennial,6476568,3469054,2666125,802929,3007513,764183,41935,125795,125795,0,11657,11237,420,472528,123541,74418,424086,357327,474514,137530,3219453,3216694,1880058,1277977,45424,13235,2759,3257115,31540930
2018:Q3,Silent,20362966,5482347,4695011,787335,14880619,2199431,414103,957064,957064,0,221946,184961,36984,5881682,292052,32544,528185,2293692,1777858,282063,949065,943408,597876,199744,11924,133864,5657,19413900,17558442
2018:Q3,BabyBoom,61577074,14705265,12445970,2259295,46871809,4826256,912860,2028750,2028750,0,547079,516903,30176,14591689,826700,1561981,4252560,10952862,5845508,525563,4810756,4793501,3333441,991458,141755,326848,17254,56766318,43436034
2018:Q3,GenX,28192407,9733004,8181464,1551540,18459404,2082070,197994,363082,363082,0,208159,190845,17314,5516820,479740,626978,2654031,2814124,3232969,283437,5806102,5795272,4227184,1409354,49535,109200,10830,22386305,34549755
2018:Q3,Millennial,6752600,3616644,2797097,819547,3135956,750818,43663,118828,118828,0,11397,10946,452,524110,128528,77510,459768,376688,501574,143070,3380523,3377653,1987062,1334013,43070,13507,2870,3372077,32226345
2018:Q4,Silent,19011237,5362323,4577664,784659,13648914,2182155,441373,987585,987585,0,211628,176944,34685,4831278,277413,41320,489655,2226750,1681310,278448,923949,918745,581190,201352,13305,122898,5204,18087288,17183314
2018:Q4,BabyBoom,59707615,14815004,12544332,2270672,44892611,4890274,1006711,2179083,2179083,0,525000,495042,29959,12871275,807380,1454694,3912470,10949643,5760956,535125,4766524,4749962,3286272,1002229,152994,308468,16561,54941091,43336040
2018:Q4,GenX,27897926,9941177,8355460,1585717,17956749,2174915,234655,391427,391427,0,217050,198695,18356,4881608,487439,614876,2375091,2907638,3381342,290708,5860173,5849642,4255834,1421416,56411,115981,10531,22037753,34564215
2018:Q4,Millennial,6668714,3740326,2909768,830558,2928387,787212,48431,109658,109658,0,7859,7361,498,298971,137640,76964,398714,402647,510777,149513,3526340,3523258,2083281,1382044,47616,10317,3081,3142374,32906326
2019:Q1,Silent,19516782,5280314,4516469,763845,14236468,2171133,456676,1007461,1007461,0,205411,172769,32642,5491844,272404,35680,512116,2172733,1639885,271126,890634,885406,563146,197505,11274,113480,5228,18626148,16811435
2019:Q1,BabyBoom,62369328,14948724,12678465,2270259,47420604,4977641,1076554,2307863,2307863,0,521919,491954,29965,14692073,816560,1507287,4125940,11068794,5788492,537482,4696913,4679888,3234090,986700,151788,307310,17026,57672415,43235920
2019:Q1,GenX,30024150,10180500,8552791,1627708,19843651,2283767,264487,418229,418229,0,225121,205516,19605,5897331,511440,655426,2702363,3013909,3577788,293790,5852575,5841158,4268814,1404193,46201,121950,11417,24171575,34582357
2019:Q1,Millennial,7325970,4010713,3132413,878300,3315257,833413,52535,99203,99203,0,7363,6755,609,497798,141487,82619,473461,417444,556497,153437,3625631,3622464,2166834,1406090,40045,9495,3167,3700339,33578593
2019:Q2,Silent,19251897,5174455,4424290,750165,14077442,2113425,433678,1044080,1044080,0,201204,170748,30456,5476441,264127,33319,515798,2097853,1632449,265068,869549,864666,549515,198387,11386,105377,4883,18382348,16444929
2019:Q2,BabyBoom,63261467,15067364,12795947,2271417,48194103,4907758,1056305,2499382,2499382,0,529412,499479,29933,15120092,815270,1524603,4172172,11139024,5888017,542067,4724010,4707457,3233303,995199,158570,320384,16553,58537457,43135990
2019:Q2,GenX,31249893,10438690,8776192,1662497,20811204,2287472,263900,451914,451914,0,232865,211885,20980,6271380,529517,684363,2850173,3134695,3806686,298239,5904905,5893555,4309156,1410440,46761,127198,11350,25344989,34604029
2019:Q2,Millennial,7646032,4168497,3263961,904536,3477535,817907,53791,82129,82129,0,8610,7878,732,530015,147311,86984,508621,455649,628323,158196,3728842,3725486,2226631,1448064,40021,10770,3356,3917190,34240869
2019:Q3,Silent,18707811,5045891,4294764,751127,13661920,2072159,473761,1025698,1025698,0,198625,170476,28149,5241587,256197,32483,511782,2024160,1567062,258406,845644,840834,535677,197702,10376,97080,4809,17862167,16085918
2019:Q3,BabyBoom,63500115,15192705,12908566,2284139,48307409,4890748,1191092,2517871,2517871,0,545690,515806,29884,15073479,814377,1524589,4147094,11198468,5858845,545155,4715085,4698326,3211439,999522,160148,327218,16759,58785030,43036572
2019:Q3,GenX,32216128,10715530,9021788,1693743,21500598,2327033,317815,469127,469127,0,240541,218025,22516,6429500,547866,707615,2920676,3254176,3984401,301848,5958927,5946950,4349913,1422813,41539,132686,11977,26257201,34629081
2019:Q3,Millennial,7779575,4220467,3318686,901782,3559108,822372,60230,75889,75889,0,11363,10487,876,501863,153064,90705,525982,495506,659728,162405,3866178,3862706,2311709,1504098,35738,11161,3472,3913397,34890876
2019:Q4,Silent,19003632,4987749,4237072,750677,14015883,2088370,493515,971549,971549,0,188734,162456,26278,5688999,254388,31557,495708,1954540,1589191,259333,818135,813429,523250,189815,11357,89007,4706,18185498,15736407
2019:Q4,BabyBoom,64953496,15347778,13045958,2301820,49605718,5057979,1257815,2413754,2413754,0,553675,523540,30135,16028506,822190,1504132,4296949,11195379,5917936,557403,4698134,4681416,3172856,1008609,156867,343084,16718,60255362,42938029
2019:Q4,GenX,33186438,10810801,9111848,1698952,22375637,2464759,343287,469443,469443,0,228628,206699,21929,6749915,550853,750861,3125816,3450108,3933124,308844,6003331,5991465,4364860,1448878,47708,130018,11866,27183107,34657410
2019:Q4,Millennial,8529569,4411072,3492624,918448,4118496,919478,64676,101358,101358,0,12418,9838,2579,735980,158817,103763,603912,550066,697124,170906,4017550,4013944,2417763,1544888,38267,13026,3606,4512019,35526434
2020:Q1,Silent,17529425,4971380,4224068,747312,12558045,2105866,582755,938488,910230,28258,199468,174789,24679,4265807,250052,42085,419380,1872040,1627112,254992,786957,781928,509856,176096,14085,81891,5029,16742468,15397929
2020:Q1,BabyBoom,61688176,15610922,13295258,2315663,46077254,5233939,1505719,2354377,2282579,71798,664185,633804,30382,12729621,821496,1338968,3827529,11026146,6016559,558716,4658026,4640192,3127160,984380,161553,367098,17835,57030150,42840910
2020:Q1,GenX,31631171,11026218,9323280,1702938,20604953,2609589,434602,480087,463811,16277,217114,195688,21427,5088304,548915,747865,2642010,3628308,3898785,309374,6007418,5994476,4366977,1436910,63625,126964,12942,25623754,34689111
2020:Q1,Millennial,8642492,4627530,3691136,936393,4014963,1023345,75305,125170,125170,0,30459,26306,4153,422912,166230,111318,513794,622204,749026,175199,4134147,4130536,2515909,1550449,47918,16259,3612,4508345,36145753
2020:Q2,Silent,18511180,4959773,4220578,739195,13551407,2177102,618800,839966,791005,48961,191297,168216,23081,5293547,252824,33471,429596,1802292,1657521,254990,752970,748177,496152,165005,13856,73164,4792,17758210,15071897
2020:Q2,BabyBoom,65077016,15901560,13582951,2318609,49175456,5611137,1622765,2079264,1964738,114526,673181,642778,30404,15084681,844525,1414663,4204403,10970322,6101468,569046,4535943,4518517,3032960,966640,154257,364660,17427,60541073,42745809
2020:Q2,GenX,33810066,11230346,9531464,1698882,22579719,2891334,478996,455149,428026,27123,207602,186716,20885,6076471,560966,821495,3093986,3819464,3858926,315330,5998506,5986047,4374052,1423230,63779,124987,12459,27811559,34724327
2020:Q2,Millennial,9799882,4872461,3926760,945701,4927421,1216269,81801,149483,149483,0,31607,26077,5530,833586,169065,128776,652480,684281,796976,183096,4290832,4287046,2682846,1542449,46362,15389,3786,5509050,36747141
2020:Q3,Silent,18940543,4980496,4226759,753737,13960046,2174370,577434,774552,774552,0,179400,157581,21819,5815702,255157,28978,419321,1732062,1745075,257997,730865,726217,487320,156183,13396,69317,4648,18209678,14759726
2020:Q3,BabyBoom,66951212,16260795,13882927,2377868,50690417,5720635,1536901,1969000,1969000,0,657424,626860,30564,16340928,866339,1442186,4364976,10879961,6326128,585940,4540552,4523298,2988115,965396,146347,423440,17254,62410660,42653321
2020:Q3,GenX,35122388,11521969,9781747,1740222,23600419,2993932,448709,435850,435850,0,198567,178091,20475,6555246,572409,879554,3305984,4006925,3877957,325287,6056522,6044304,4418675,1442416,62659,120554,12218,29065866,34763203
2020:Q3,Millennial,10707286,5142358,4136570,1005788,5564928,1298449,81480,162146,162146,0,28808,21945,6863,1102720,172083,144543,733394,750744,896803,193759,4492588,4488654,2841529,1578677,44022,24427,3934,6214698,37328905
2020:Q4,Silent,19985144,5018165,4253704,764461,14966978,2218915,550443,771688,771688,0,177708,157096,20612,6793809,260354,25418,423110,1673931,1815458,256143,711492,707086,477034,149082,14040,66930,4406,19273652,14462828
2020:Q4,BabyBoom,70711217,16693051,14264410,2428641,54018166,6008561,1486142,2014081,2014081,0,693240,662635,30605,18782164,898393,1460186,4667194,10900315,6515774,592117,4537645,4520866,2909687,969492,143630,498058,16779,66173572,42564040
2020:Q4,GenX,37358737,11859376,10084289,1775087,25499361,3218175,431600,449901,449901,0,190427,170367,20059,7591627,590008,934348,3674207,4207922,3882289,328858,6107063,6095397,4450635,1461264,67774,115724,11665,31251674,34805881
2020:Q4,Millennial,11901226,5439567,4381515,1058051,6461660,1460732,82106,174314,174314,0,34432,26371,8061,1528674,172997,160125,855452,806748,985990,200089,4719260,4715146,3027596,1605015,46223,36312,4114,7181966,37889353
2021:Q1,Silent,20446086,5089431,4323852,765579,15356655,2277823,561797,631835,631835,0,173721,153539,20182,7273481,257312,27343,408421,1610200,1881227,253496,686241,681587,465167,138790,14107,63523,4654,19759845,14182619
2021:Q1,BabyBoom,72701035,17227273,14762104,2465170,55473761,6354818,1538266,1622237,1622237,0,710865,679435,31430,20064856,901174,1402283,4761276,10823303,6698540,596142,4447537,4429812,2783130,952480,138832,555370,17725,68253497,42478561
2021:Q1,GenX,38839192,12263124,10458104,1805020,26576068,3483220,452013,388555,388555,0,183105,163039,20066,8090924,590364,964974,3810625,4397432,3883698,331158,6125025,6112450,4470388,1460718,69682,111662,12575,32714166,34852506
2021:Q1,Millennial,13031688,5843783,4726738,1117044,7187905,1652420,86450,179786,179786,0,37367,27802,9566,1807478,179664,172807,918935,873182,1074335,205482,4973196,4969060,3261995,1615203,46230,45633,4135,8058492,38426793
2021:Q2,Silent,21202491,5288367,4495321,793046,15914124,2251515,552552,618639,600509,18130,171759,152143,19616,7809253,259444,24997,403021,1551376,2020868,250700,685335,680874,470788,137541,14199,58345,4461,20517156,13920512
2021:Q2,BabyBoom,75715950,18220422,15648115,2572307,57495528,6370224,1533134,1607833,1566109,41724,738026,706025,32001,21530634,922007,1405786,4947729,10771139,7069700,599316,4573885,4556524,2840394,997018,134491,584622,17361,71142065,42397477
2021:Q2,GenX,40775414,12995772,11103479,1892293,27779642,3525573,451596,393923,382599,11325,176362,156379,19983,8679769,601484,1014784,4049441,4590061,3963686,332963,6381401,6369264,4650558,1538353,71734,108620,12138,34394013,34903221
2021:Q2,Millennial,14358020,6461607,5222083,1239524,7896413,1699091,88601,187217,186597,620,41791,30876,10915,2114286,182653,188078,1009631,937480,1237145,210440,5299712,5295412,3486326,1712213,46413,50460,4300,9058308,38939532
2021:Q3,Silent,21386215,5422598,4610836,811762,15963617,2238310,533970,627692,588222,39470,172939,153790,19149,7825199,258533,24926,378915,1490450,2161613,251070,673195,668801,468879,131567,15096,53259,4394,20713020,13677922
2021:Q3,BabyBoom,76956066,18977144,16325575,2651569,57978922,6428632,1499846,1651092,1564720,86373,780798,748189,32609,21686008,931156,1377104,4907783,10656678,7450515,609312,4656419,4639066,2888080,1005827,133870,611290,17353,72299647,42321383
2021:Q3,GenX,41678720,13544735,11590446,1954290,28133985,3597667,441002,410720,386655,24066,170413,150467,19946,8658273,605705,1054310,4035195,4774511,4047248,338940,6499474,6487407,4736370,1566766,78588,105682,12067,35179246,34958169
2021:Q3,Millennial,15380759,6979941,5653491,1326450,8400818,1765039,89508,194963,194963,0,48750,36500,12250,2245163,187900,202136,1033077,1008425,1407588,218269,5450232,5445808,3584888,1755981,50006,54933,4424,9930527,39425878
